,0,1,2,3,4,5,6
2577,89.03,91.9,0.11,0.96,8448.87,7934.54,94.49
2578,89.18,87.93,0.03,0.84,7739.95,7962.39,92.79
2579,85.95,91.47,0.59,2.27,8373.15,7400.1,89.56
2580,88.4,89.99,1.33,-0.47,8100.75,,
2581,88.91,93.29,0.12,0.81,8706.91,7916.57,91.59
2582,88.72,88.09,2.57,1.34,7761.91,7878.39,91.31
2583,87.21,94.93,-0.33,0.02,9015.13,7610.59,90.03
2584,87.35,93.37,1.27,1.38,8722.36,7640.19,94.33
2585,88.48,85.85,1.99,1.65,7376.43,7842.69,94.08
2586,88.69,88.59,1.8,2.76,7853.13,7876.07,94.88
2587,87.17,92.05,1.0,2.52,8480.55,7609.12,93.35
2588,87.81,85.78,0.91,0.44,7358.87,7719.15,92.88
2589,87.39,87.18,0.46,1.39,7602.82,7648.14,92.49
2590,87.8,88.53,1.14,1.01,7844.25,7715.88,90.99
2591,88.83,93.33,1.34,0.42,8716.07,7901.13,90.57
2592,87.34,80.44,-0.33,-0.7,6472.31,,
2593,89.42,96.94,0.43,-0.35,9400.8,,
2594,88.3,90.88,-0.05,0.35,8264.59,7805.16,91.13
2595,90.57,94.82,-0.52,0.23,8995.07,8210.31,96.28
2596,89.62,85.34,0.54,2.22,7286.5,8037.51,93.84
2597,89.1,88.49,0.03,1.1,7839.2,7949.35,91.23
2598,87.16,89.19,-0.08,-0.68,7956.86,,
2599,88.26,90.49,-0.06,0.38,8191.27,7797.21,92.75
2600,88.04,92.0,-1.62,-0.43,8469.18,,
2601,86.62,86.86,-0.84,0.26,7549.26,7514.17,89.45
2602,87.25,92.96,0.27,-1.11,8643.42,,
2603,87.46,93.12,-0.42,0.6,8674.89,7656.73,90.91
2604,88.21,87.94,2.19,0.53,7734.84,7789.44,93.1
2605,87.79,85.16,1.31,0.84,7259.6,7718.07,91.16
2606,86.91,92.6,2.06,2.43,8579.94,7564.74,92.29
2607,88.61,87.19,2.01,2.5,7608.29,7863.71,95.51
2608,89.22,93.51,-0.7,-0.05,8749.19,,
2609,88.22,94.29,-0.64,1.06,8898.19,7795.19,93.74
2610,89.1,93.95,-0.37,-1.19,8828.51,,
2611,89.49,89.15,1.36,0.85,7953.24,8018.49,93.22
2612,88.41,86.3,0.35,2.27,7453.08,7826.32,92.95
2613,88.17,97.48,2.2,2.27,9507.48,7785.96,95.25
2614,86.83,85.67,1.18,1.34,7345.85,7550.67,90.76
2615,88.74,92.4,0.25,1.16,8545.37,7886.57,91.47
2616,88.69,89.86,1.4,-0.13,8080.09,,
2617,88.24,91.3,0.58,1.63,8340.56,7798.07,91.02
2618,87.92,91.55,1.09,0.85,8387.9,7737.48,92.29
2619,85.78,84.35,0.01,-1.01,7114.12,,
2620,87.08,88.53,0.93,2.28,7841.04,7595.87,92.88
2621,88.28,88.04,2.43,1.68,7753.17,7804.54,92.04
2622,90.09,90.58,0.19,0.23,8211.71,8124.19,94.97
2623,87.63,91.16,1.16,-0.43,8314.86,,
2624,87.27,93.95,-0.58,0.1,8828.42,7625.11,95.16
2625,87.88,85.47,0.31,0.42,7307.56,7732.71,91.09
2626,87.77,90.61,2.21,2.61,8214.0,7715.84,89.81
2627,87.42,86.29,0.94,1.46,7449.3,7651.97,87.99
2628,88.37,98.54,0.81,0.43,9715.01,7818.42,93.3
2629,87.23,90.84,0.79,1.44,8256.39,7617.74,96.08
2630,87.31,90.35,-0.66,2.37,8169.51,7634.56,94.19
2631,87.48,93.29,-1.06,1.63,8707.72,7663.04,92.34
2632,88.79,89.9,1.55,1.13,8084.67,7893.4,91.11
2633,87.89,88.84,0.78,2.05,7895.66,7735.8,94.08
2634,86.58,90.52,-1.02,0.02,8199.79,7502.13,91.4
2635,88.09,78.9,-0.53,-1.12,6231.86,,
2636,88.58,90.69,0.4,2.01,8232.14,7855.4,96.52
2637,86.26,101.69,0.69,1.39,10346.38,7449.25,90.07
2638,88.19,88.5,0.52,2.08,7836.3,7790.79,93.84
2639,89.07,87.47,-1.69,0.86,7655.99,7942.59,92.52
2640,88.26,88.54,0.5,-0.29,7846.03,,
2641,87.36,90.34,0.96,0.81,8169.8,7641.45,92.45
2642,86.21,84.44,0.72,1.91,7138.37,7441.04,86.91
2643,87.99,87.67,1.64,2.34,7690.64,7754.15,96.07
2644,86.32,99.06,-1.0,-2.91,9814.45,,
2645,87.34,90.23,0.63,-0.16,8145.92,,
2646,87.39,93.04,2.13,1.34,8659.94,7648.08,88.75
2647,88.28,88.59,0.42,-0.65,7851.46,,
2648,89.15,84.03,-0.61,0.06,7060.57,7956.01,92.05
2649,87.59,92.74,0.58,1.12,8607.4,7683.05,94.12
2650,87.48,90.73,0.33,1.59,8239.16,7663.93,88.77
2651,90.36,90.36,-1.09,0.84,8172.67,8177.11,96.85
2652,87.24,91.21,0.15,-0.27,8325.43,,
2653,88.63,96.33,1.96,1.78,9289.04,7864.35,92.93
2654,88.07,89.63,0.08,-0.39,8036.12,,
2655,89.6,99.09,-0.1,1.65,9827.41,8036.42,93.56
2656,88.55,92.91,0.97,1.11,8638.58,7851.07,93.65
2657,87.46,95.45,0.6,0.18,9115.12,7658.09,90.06
2658,87.89,87.72,0.37,1.09,7700.03,7730.55,89.91
2659,88.7,92.82,1.86,1.4,8620.13,7878.38,95.74
2660,86.64,93.9,0.72,1.0,8822.97,7515.28,89.36
2661,86.54,91.26,-0.38,1.87,8334.96,7500.85,88.8
2662,87.36,87.75,-0.06,-0.22,7709.34,,
2663,87.03,94.0,-0.32,-1.02,8840.62,,
2664,88.41,88.3,-0.41,-0.88,7800.48,,
2665,88.07,89.48,1.66,0.31,8015.53,7762.17,95.11
2666,87.45,85.33,1.92,2.17,7285.45,7654.99,92.9
2667,87.57,85.99,1.51,1.21,7402.62,7682.24,97.56
2668,88.49,96.83,0.99,-0.76,9384.39,,
2669,88.54,93.71,1.29,1.92,8786.12,7847.35,93.95
2670,87.29,92.24,0.4,3.09,8512.77,7629.23,91.87
2671,87.99,90.78,0.37,0.56,8245.84,7749.58,91.64
2672,87.24,83.22,-1.02,0.92,6932.06,7621.84,92.15
2673,87.18,85.16,0.52,1.13,7258.08,7610.14,91.85
2674,89.19,92.44,-1.38,3.52,8549.11,7968.05,94.04
2675,88.02,83.59,0.84,0.23,6994.25,7758.46,93.12
2676,88.6,94.3,-0.8,2.16,8898.2,7860.48,95.28
2677,88.23,90.63,1.53,1.34,8223.34,7790.57,94.89
2678,89.28,85.56,0.49,1.24,7324.11,7983.17,93.93
2679,88.08,93.96,-0.2,2.08,8833.2,7766.47,91.98
2680,86.78,91.95,-0.09,-1.9,8459.9,,
2681,88.94,81.18,-0.41,1.26,6594.48,7916.4,93.13
2682,87.62,91.62,1.91,2.24,8397.55,7684.63,92.29
2683,87.53,93.94,0.14,1.17,8830.04,7673.5,90.99
2684,88.11,93.42,1.73,-0.14,8730.62,,
2685,88.02,85.71,0.02,-0.65,7350.11,,
2686,87.76,90.62,1.08,1.75,8219.14,7712.36,92.08
2687,87.31,95.76,0.91,2.67,9174.09,7636.11,87.95
2688,85.61,94.16,-0.73,0.79,8870.34,7337.99,89.99
2689,89.45,95.35,-0.96,3.14,9097.06,8015.34,94.12
2690,87.52,94.74,1.52,0.21,8981.31,7667.62,91.87
2691,87.75,93.91,-1.41,1.09,8824.32,7712.94,92.45
2692,88.02,86.52,2.66,1.15,7489.81,7757.67,95.71
2693,89.88,91.7,0.45,0.82,8414.43,8089.91,94.64
2694,88.91,92.93,0.13,0.54,8641.08,7911.68,93.46
2695,87.49,89.3,1.04,-1.14,7981.91,,
2696,86.62,94.64,0.61,0.75,8961.71,7505.98,90.29
2697,86.8,95.06,0.89,0.47,9038.05,7545.71,93.33
2698,87.7,93.23,1.54,3.17,8694.97,7702.19,92.18
2699,86.91,92.87,0.17,1.23,8630.4,7559.92,91.7
2700,88.12,93.14,1.2,2.62,8680.21,7774.15,91.03
2701,86.15,84.36,-0.04,1.83,7124.93,7429.88,88.24
2702,87.62,86.53,2.89,2.04,7491.8,7686.56,91.66
2703,88.94,84.57,-0.13,-0.71,7156.38,,
2704,88.45,94.26,1.1,0.77,8890.16,7837.19,94.83
2705,89.09,87.46,1.29,2.34,7652.75,7946.81,97.25
2706,88.2,89.31,1.67,1.56,7984.51,7791.97,92.44
2707,88.11,93.52,1.22,1.85,8750.13,7773.4,93.35
2708,88.31,91.56,0.3,1.1,8387.48,7807.01,95.4
2709,89.38,92.72,0.35,-2.78,8605.51,,
2710,87.72,93.47,1.5,2.38,8739.46,7706.25,93.47
2711,88.57,97.16,0.58,2.11,9443.52,7856.64,92.22
2712,88.58,92.08,-0.02,2.26,8483.8,7856.81,91.61
2713,87.75,86.08,-0.21,0.2,7414.25,7707.1,89.69
2714,87.21,90.62,1.54,1.14,8216.03,7617.58,90.57
2715,86.89,95.48,0.55,2.05,9122.43,7561.0,92.16
2716,89.72,91.29,-1.52,0.04,8336.63,8053.46,95.13
2717,89.88,95.51,-0.15,-0.41,9127.0,,
2718,88.89,90.27,0.33,-0.02,8150.72,,
2719,86.86,90.37,0.38,0.95,8171.15,7555.28,89.98
2720,88.53,97.17,-0.18,0.74,9449.23,7846.07,89.72
2721,87.1,86.25,1.6,-1.11,7443.27,,
2722,87.5,92.46,0.8,1.41,8554.29,7666.09,91.05
2723,87.91,91.64,0.41,1.53,8400.13,7741.08,93.21
2724,88.32,95.08,1.28,-0.49,9046.13,,
2725,88.38,90.03,-0.01,0.62,8108.67,7819.84,93.63
2726,87.56,89.11,-0.11,-0.03,7942.86,,
2727,88.07,87.38,1.76,0.16,7639.15,7766.24,88.74
2728,88.9,93.01,0.65,-0.32,8657.55,,
2729,89.28,91.67,0.48,1.1,8407.7,7982.93,94.84
2730,87.72,89.85,-0.23,-0.64,8077.48,,
2731,88.05,93.61,2.48,2.79,8767.04,7764.32,93.06
2732,89.41,93.85,-1.19,1.58,8813.62,8006.51,90.84
2733,88.8,89.19,1.23,2.08,7963.04,7898.45,92.01
2734,89.72,87.49,-1.09,1.67,7661.75,8057.74,92.5
2735,86.96,96.52,1.77,2.39,9321.8,7574.58,90.97
2736,87.83,93.72,-0.35,-0.85,8787.08,,
2737,86.7,89.73,-0.45,0.99,8058.0,7525.67,90.89
2738,87.48,90.14,-1.22,2.77,8132.17,7660.89,91.89
2739,89.76,92.77,-0.49,2.49,8615.53,8067.39,94.16
2740,88.54,95.78,1.66,0.47,9177.9,7847.13,92.94
2741,88.82,96.0,-1.23,1.4,9222.8,7898.25,92.69
2742,89.55,94.57,0.01,-0.72,8948.04,,
2743,89.12,93.37,-1.74,0.66,8722.93,7953.21,95.66
2744,87.16,90.78,2.08,-0.81,8243.77,,
2745,87.82,89.1,2.59,0.11,7944.38,7720.8,89.55
2746,88.21,90.3,0.09,1.63,8161.33,7787.18,94.65
2747,88.03,102.16,1.15,-0.53,10438.05,,
2748,87.38,85.07,0.34,1.17,7242.83,7645.91,88.3
2749,86.45,94.88,0.05,-0.9,9006.5,,
2750,86.82,90.41,-1.18,0.97,8175.4,7546.72,89.56
2751,87.72,88.46,1.42,2.51,7828.7,7705.09,92.24
2752,88.54,88.89,2.03,-1.07,7903.04,,
2753,88.21,89.62,0.08,0.84,8035.03,7786.79,93.76
2754,86.44,89.31,-0.72,0.06,7979.94,7475.83,93.79
2755,88.63,91.57,-1.73,0.56,8391.21,7862.24,92.3
2756,90.52,89.46,0.03,1.78,8007.18,8206.6,97.25
2757,88.63,89.31,1.91,2.26,7979.96,7865.16,91.97
2758,88.01,87.28,1.31,1.39,7622.29,7757.6,92.89
2759,88.95,93.82,-1.08,-0.01,8804.46,,
2760,86.3,90.42,-1.71,2.39,8182.55,7460.15,92.26
2761,86.98,91.19,1.24,1.05,8320.57,7577.14,89.32
2762,87.23,91.7,0.93,1.25,8412.35,7619.41,90.85
2763,87.65,84.05,2.11,3.97,7067.33,7696.32,92.12
2764,90.15,93.82,-1.87,1.94,8808.54,8139.14,97.34
2765,85.4,93.71,-1.0,-0.75,8787.79,,
2766,88.0,99.62,0.56,0.25,9926.68,7750.0,94.1
2767,89.39,93.38,0.56,0.6,8724.6,7998.09,90.98
2768,87.88,96.32,-0.08,2.51,9286.38,7734.03,93.38
2769,86.64,93.02,-0.39,0.99,8659.55,7516.14,90.2
2770,87.89,89.87,2.32,1.21,8081.24,7736.2,93.39
2771,86.92,85.19,-1.2,1.13,7262.76,7564.22,93.14
2772,88.56,86.69,0.43,1.14,7519.5,7850.31,91.23
2773,87.48,93.88,0.68,1.64,8820.67,7664.43,95.66
2774,89.15,96.25,-0.22,-0.09,9269.51,,
2775,87.42,93.71,0.31,2.61,8786.69,7653.07,90.53
2776,86.23,93.69,-0.74,0.39,8780.2,7443.06,89.97
2777,86.61,95.17,-1.97,1.96,9064.72,7509.92,92.12
2778,87.85,93.8,-0.69,1.3,8804.27,7727.16,93.5
2779,86.6,87.0,0.01,0.08,7576.16,7507.2,91.09
2780,87.98,90.97,0.73,1.23,8281.12,7749.25,91.07
2781,88.23,89.84,0.82,1.21,8077.65,7795.35,95.21
2782,86.69,97.37,-0.2,1.28,9488.71,7524.01,91.66
2783,88.64,90.37,0.19,0.55,8172.73,7862.83,94.91
2784,86.78,86.81,-1.39,0.51,7541.53,7538.98,93.85
2785,88.21,88.64,-0.19,1.91,7862.09,7791.67,91.62
2786,86.96,89.63,-0.15,1.26,8039.96,7568.17,91.1
2787,88.14,88.45,1.82,0.71,7831.18,7777.65,92.62
2788,87.02,91.92,-0.36,0.49,8458.16,7582.79,91.75
2789,89.73,90.26,-1.41,-0.1,8153.07,,
2790,87.08,90.84,0.42,-2.21,8251.63,,
2791,87.7,95.04,1.38,-1.4,9036.29,,
2792,87.27,94.34,-0.86,2.76,8906.14,7626.48,90.5
2793,87.32,91.51,0.12,-1.8,8377.84,,
2794,89.16,88.08,0.95,1.37,7762.81,7960.5,94.25
2795,87.83,94.8,1.84,2.22,8995.43,7723.07,90.53
2796,87.36,83.69,0.99,1.94,7010.61,7642.7,92.53
2797,86.28,90.07,0.89,2.02,8117.03,7452.86,88.99
2798,88.59,87.09,1.77,1.14,7591.85,7857.19,93.75
2799,88.84,93.43,1.75,0.36,8735.14,7901.96,94.83
2800,87.64,83.51,0.76,0.96,6977.47,7688.64,89.05
2801,88.23,90.03,-0.29,0.53,8110.04,7791.49,92.74
2802,87.7,94.68,1.18,1.34,8968.09,7699.46,92.64
2803,88.88,86.65,-0.5,0.04,7509.12,7904.78,91.01
2804,89.11,93.81,0.31,1.29,8804.98,7951.67,94.63
2805,86.72,83.45,1.25,-0.21,6970.56,,
2806,87.61,91.55,1.78,1.91,8391.9,7684.25,90.84
2807,87.69,92.13,-1.15,2.61,8493.58,7699.34,94.47
2808,89.39,90.77,0.65,0.98,8247.56,8002.22,93.53
2809,89.41,90.32,0.03,-1.04,8160.3,,
2810,87.64,88.93,0.32,2.86,7915.29,7692.86,93.62
2811,87.0,85.88,-0.14,2.32,7381.38,7578.82,91.88
2812,87.52,86.54,1.25,1.84,7495.82,7670.64,94.31
2813,87.67,93.17,1.54,-0.41,8685.52,,
2814,88.61,96.89,1.9,0.35,9391.44,7859.3,94.05
2815,87.35,89.94,0.86,2.01,8095.27,7639.88,90.28
2816,88.55,90.97,-0.12,0.11,8282.37,7849.59,94.2
2817,88.26,89.52,1.18,0.33,8019.52,7796.5,91.33
2818,85.7,85.48,-0.11,-0.5,7310.8,,
2819,87.27,93.46,1.9,0.32,8741.65,7629.16,93.42
2820,87.48,89.39,-0.23,1.79,7997.59,7660.06,89.85
2821,88.79,95.59,1.06,0.31,9143.02,7895.8,92.71
2822,87.9,83.77,0.48,2.09,7020.16,7733.58,93.72
2823,88.68,85.72,-0.08,1.13,7353.07,7873.36,94.34
2824,87.98,96.16,1.99,1.5,9252.94,7750.29,89.58
2825,88.67,87.2,0.9,1.3,7608.84,7873.25,95.97
2826,88.88,94.63,0.63,1.8,8960.05,7910.83,95.54
2827,85.92,83.95,-0.15,0.1,7051.18,7388.76,87.88
2828,87.4,88.6,1.53,1.77,7855.53,7650.18,94.1
2829,87.42,89.21,0.55,1.21,7966.13,7652.56,93.88
2830,87.22,92.79,0.9,0.8,8614.98,7612.64,93.16
2831,87.75,95.39,0.4,0.76,9103.42,7707.4,91.37
2832,87.49,87.81,1.05,2.49,7715.57,7665.42,91.19
2833,87.85,88.89,2.86,2.82,7906.07,7730.35,90.59
2834,87.43,87.2,1.66,2.15,7608.55,7652.42,95.29
2835,88.94,84.08,1.15,3.07,7075.14,7921.91,94.08
2836,86.3,99.1,0.31,1.98,9825.1,7455.25,88.61
2837,88.81,83.08,-1.12,0.72,6907.13,7894.5,94.12
2838,87.97,95.05,0.53,0.28,9040.31,7747.25,94.64
2839,87.32,88.22,0.43,0.94,7789.33,7631.86,90.09
2840,90.7,90.19,-0.16,1.36,8139.86,8236.64,89.6
2841,87.17,92.34,1.02,0.25,8533.34,7608.17,93.54
2842,86.78,94.58,-0.32,0.06,8948.91,7533.04,91.73
2843,88.3,88.82,2.58,1.44,7893.8,7809.6,94.22
2844,87.19,88.15,0.63,-0.33,7775.51,,
2845,88.5,91.48,0.29,1.34,8375.67,7838.81,95.8
2846,87.96,91.58,1.64,2.63,8392.86,7748.27,92.34
2847,88.61,94.2,-0.73,0.83,8876.69,7862.4,91.1
2848,87.35,96.72,1.86,0.46,9358.34,7640.09,90.81
2849,87.97,87.41,1.84,0.42,7645.44,7747.11,92.01
2850,88.89,82.47,-0.47,1.24,6806.43,7914.82,94.55
2851,85.93,100.24,0.47,1.2,10053.78,7393.88,93.54
2852,88.78,82.73,1.17,-1.54,6848.9,,
2853,86.65,97.48,2.11,0.77,9508.79,7518.21,91.23
2854,89.15,88.26,0.24,-0.11,7795.08,,
2855,89.63,89.7,0.55,0.73,8050.14,8042.51,95.67
2856,87.74,90.46,-1.04,1.35,8187.36,7711.58,93.56
2857,87.48,91.59,1.9,0.06,8390.46,7658.89,92.45
2858,86.93,88.21,-0.75,0.79,7788.29,7566.82,91.3
2859,89.62,95.92,-0.3,-0.01,9207.83,,
2860,86.99,83.19,2.43,1.18,6924.79,7574.5,94.03
2861,87.91,88.66,1.09,1.02,7864.29,7738.67,92.62
2862,89.65,86.78,-1.43,3.15,7536.54,8047.24,94.77
2863,89.57,95.65,-0.21,2.55,9153.83,8033.7,96.38
2864,87.93,90.25,0.18,1.27,8149.05,7741.16,94.72
2865,89.76,84.91,0.88,0.24,7213.21,8064.74,93.56
2866,90.24,92.42,-1.0,1.04,8549.54,8152.53,94.78
2867,87.48,87.84,1.82,0.07,7721.13,7661.43,92.23
2868,87.91,88.28,-0.14,2.19,7798.78,7739.15,88.82
2869,88.04,97.4,2.56,0.22,9491.0,7759.87,90.4
2870,88.15,91.13,0.46,0.37,8310.64,7778.72,95.45
2871,89.28,94.77,1.31,2.14,8985.36,7979.71,95.64
2872,86.6,96.14,0.28,0.05,9247.04,7509.05,92.35
2873,89.48,84.9,-0.58,1.23,7214.1,8018.15,95.92
2874,88.73,91.47,0.76,-0.32,8371.23,,
2875,87.79,92.66,0.92,1.4,8589.46,7714.27,93.42
2876,89.19,90.71,-0.53,0.13,8233.57,7960.44,92.2
2877,87.52,87.83,0.14,-0.63,7719.08,,
2878,87.6,91.14,2.35,1.66,8309.06,7682.83,91.9
2879,88.3,89.18,0.97,0.06,7959.18,7802.44,93.55
2880,90.31,87.58,0.57,0.32,7672.49,8167.78,96.66
2881,87.65,88.54,1.31,1.89,7843.34,7695.64,92.71
2882,88.4,96.26,0.61,0.46,9271.34,7819.68,91.75
2883,86.03,85.86,-1.55,-0.35,7373.46,,
2884,89.71,90.54,0.18,1.04,8198.88,8056.76,94.98
2885,88.03,94.65,0.25,0.2,8963.74,7760.8,91.37
2886,88.1,93.57,0.44,-0.03,8758.67,,
2887,88.97,87.29,0.33,-0.04,7624.53,,
2888,86.87,94.45,-0.96,1.11,8927.44,7553.99,91.89
2889,86.6,90.62,0.96,0.69,8216.62,7508.77,87.85
2890,88.27,89.11,1.86,1.23,7945.63,7803.63,94.52
2891,87.3,93.97,-0.66,0.15,8834.84,7627.64,93.53
2892,87.09,93.68,-0.44,0.4,8781.34,7592.09,91.0
2893,87.93,89.6,0.95,0.98,8033.78,7741.57,88.95
2894,89.61,92.48,-0.97,0.59,8559.05,8037.15,93.79
2895,86.82,84.1,-0.26,-0.89,7073.07,,
2896,87.51,87.39,0.27,0.18,7644.21,7667.71,89.77
2897,87.89,86.01,0.09,0.15,7404.36,7732.45,92.05
2898,87.37,94.91,2.87,0.08,9014.53,7643.23,90.48
2899,87.69,96.67,1.16,1.73,9352.61,7698.94,90.39
2900,87.83,89.32,1.51,1.07,7985.0,7727.25,95.72
2901,86.84,95.48,0.57,1.12,9122.28,7550.28,92.2
2902,88.01,97.18,-0.11,-1.04,9447.38,,
2903,88.26,88.91,1.09,1.82,7914.17,7799.34,91.13
2904,88.77,88.82,1.05,1.84,7893.86,7890.31,94.79
2905,87.37,88.66,-0.1,0.88,7866.68,7641.3,93.28
2906,89.14,93.47,0.6,0.77,8740.29,7954.07,91.81
2907,87.19,88.53,0.54,2.45,7844.09,7611.19,92.46
2908,89.11,90.21,2.25,1.06,8141.78,7952.17,93.77
2909,88.71,95.81,1.59,0.03,9180.9,7877.06,97.0
2910,87.19,90.82,0.55,0.16,8255.6,7613.48,93.49
2911,88.1,93.52,2.0,-0.44,8747.42,,
2912,87.49,84.38,0.67,2.29,7124.3,7667.44,93.99
2913,87.35,102.43,2.54,1.75,10499.45,7644.01,94.72
2914,88.7,85.79,0.57,-1.12,7363.88,,
2915,87.39,95.89,1.11,1.05,9201.45,7646.52,90.6
2916,87.65,86.97,0.57,1.64,7569.14,7693.95,92.74
2917,88.78,95.62,-0.26,1.45,9149.1,7894.19,93.51
2918,88.56,89.02,1.48,1.94,7930.94,7855.16,95.24
2919,88.16,91.81,-0.12,-0.82,8431.18,,
2920,88.39,89.05,0.17,-0.57,7934.53,,
2921,87.65,93.8,0.76,-0.92,8800.63,,
2922,86.3,94.71,-0.08,-1.27,8975.55,,
2923,86.81,94.53,0.47,1.94,8940.27,7549.38,92.51
2924,88.88,93.4,0.8,0.98,8729.48,7905.29,93.65
2925,87.23,97.49,0.71,1.81,9512.56,7619.08,90.8
2926,88.87,95.76,0.75,0.72,9176.86,7904.78,91.39
2927,86.48,96.25,0.54,0.66,9267.32,7490.3,92.63
2928,88.17,90.36,1.51,1.09,8171.36,7781.31,94.35
2929,86.78,94.97,0.53,1.04,9024.95,7539.61,90.48
2930,87.46,90.91,0.43,1.21,8273.05,7661.37,92.51
2931,86.26,89.53,-0.76,0.7,8018.15,7449.65,93.17
2932,87.75,91.07,0.45,0.93,8296.5,7711.29,90.37
2933,87.94,83.95,1.24,0.26,7051.4,7740.27,93.08
2934,89.62,96.64,-1.24,2.07,9344.61,8043.41,94.06
2935,88.65,90.73,0.93,0.24,8235.77,7869.84,92.58
2936,87.55,88.09,3.35,2.73,7765.25,7674.67,93.32
2937,88.29,94.97,0.95,0.8,9022.99,7804.41,93.67
2938,87.89,88.48,0.7,1.41,7834.14,7734.01,96.03
2939,88.75,96.2,1.43,0.33,9256.38,7887.08,94.46
2940,88.54,92.55,-0.8,1.31,8572.31,7851.1,90.98
2941,88.61,88.36,-0.17,-0.3,7811.68,,
2942,86.22,88.33,-0.95,3.45,7804.86,7444.24,89.18
2943,88.32,84.92,-0.41,3.02,7212.58,7812.04,93.45
2944,87.85,92.6,2.38,0.94,8576.47,7732.31,89.79
2945,89.56,94.64,0.82,2.18,8958.28,8034.16,94.21
2946,88.05,89.14,1.39,1.65,7952.6,7763.84,93.86
2947,88.06,87.97,0.35,-1.39,7741.6,,
2948,87.79,91.97,1.39,2.84,8463.3,7723.31,93.05
2949,87.04,88.67,0.74,-0.08,7868.41,,
2950,88.7,99.36,-0.08,1.22,9880.39,7876.43,93.03
2951,86.54,86.66,1.05,1.21,7511.24,7503.59,88.55
2952,88.17,86.88,1.55,0.82,7553.11,7788.78,92.89
2953,90.39,85.42,-0.3,1.6,7306.35,8180.87,97.32
2954,86.58,93.97,0.06,0.95,8837.36,7507.26,92.0
2955,87.06,90.16,-0.17,1.13,8136.19,7588.09,94.02
2956,87.31,96.48,-0.66,1.76,9317.25,7632.47,96.07
2957,86.8,85.49,0.78,-0.15,7312.95,,
2958,87.91,87.42,0.55,0.47,7646.22,7739.54,94.23
2959,88.3,85.21,1.78,1.33,7266.93,7805.76,91.87
2960,87.97,87.47,1.0,-0.33,7657.25,,
2961,87.21,91.52,0.21,0.18,8381.51,7612.99,95.02
2962,88.52,91.24,0.42,0.34,8330.48,7839.02,94.2
2963,87.26,91.53,1.92,1.89,8385.84,7622.91,90.97
2964,88.78,88.62,-0.43,-0.36,7856.28,,
2965,87.89,89.47,1.15,0.46,8009.74,7732.14,92.31
2966,86.4,87.89,0.46,0.25,7730.52,7473.03,89.62
2967,88.54,85.62,-0.53,-0.35,7336.5,,
2968,89.4,91.41,-1.03,0.86,8361.44,8002.76,93.52
2969,89.57,82.92,1.69,2.51,6883.16,8036.21,91.56
2970,87.89,93.5,0.29,-1.59,8746.35,,
2971,90.53,86.64,0.01,0.35,7514.38,8200.63,98.38
2972,88.88,86.57,1.5,2.19,7499.59,7908.21,89.26
2973,87.54,84.83,0.92,1.77,7203.27,7677.67,91.31
2974,86.8,89.33,2.35,1.02,7982.97,7545.56,95.74
2975,86.97,94.66,1.4,1.63,8969.94,7574.64,86.75
2976,87.49,94.2,2.46,1.85,8878.55,7667.36,91.69
2977,88.04,95.4,-0.79,-0.42,9107.69,,
2978,87.89,91.6,1.53,0.41,8397.89,7733.91,92.34
2979,86.45,87.83,-1.54,2.79,7722.2,7488.14,88.45
2980,88.19,93.88,0.66,1.25,8820.54,7788.35,92.72
2981,88.26,88.25,0.79,-0.33,7792.16,,
2982,88.65,99.82,1.85,0.1,9968.46,7866.95,91.69
2983,87.51,90.71,0.06,-0.06,8235.87,,
2984,89.75,92.5,0.94,2.31,8565.86,8065.62,94.14
2985,87.89,82.2,-0.17,0.92,6762.13,7738.19,89.45
2986,88.09,93.59,1.12,0.98,8763.8,7771.71,91.77
2987,89.36,95.51,-0.49,0.33,9124.66,7992.94,93.08
2988,87.32,87.14,1.03,0.56,7597.9,7634.48,92.02
2989,87.52,98.38,2.49,1.77,9683.95,7671.92,94.52
2990,87.37,98.3,1.15,-0.08,9667.87,,
2991,87.52,94.3,-1.12,1.21,8899.41,7669.83,95.73
2992,88.26,90.41,0.78,0.24,8174.2,7795.36,97.44
2993,87.64,88.68,1.67,1.35,7869.14,7692.41,89.94
2994,88.67,83.76,0.8,-0.65,7016.48,,
2995,89.21,95.77,0.81,1.77,9174.5,7968.23,97.75
2996,88.26,84.29,-0.36,1.47,7111.46,7800.24,93.48
2997,88.31,98.65,0.49,0.72,9734.84,7804.27,93.5
2998,87.88,90.5,0.11,0.16,8195.37,7731.46,90.19
2999,88.2,97.63,-0.62,1.64,9538.17,7788.93,94.04
3000,88.05,91.47,0.63,2.17,8374.69,7766.75,91.49
3001,87.84,87.25,0.61,-0.57,7613.96,,
3002,89.18,85.21,0.53,1.8,7268.01,7966.48,93.28
3003,88.87,87.45,0.85,0.09,7652.05,7908.13,93.09
3004,89.61,93.48,1.02,1.21,8742.73,8039.63,92.6
3005,88.49,94.1,0.47,0.79,8861.79,7839.0,89.16
3006,88.61,89.22,-0.25,0.16,7966.84,7861.72,93.74
3007,87.68,92.15,1.58,0.76,8500.49,7702.63,94.3
3008,86.66,94.8,1.07,-1.49,8989.85,,
3009,86.38,96.59,-0.5,0.95,9336.21,7470.57,93.74
3010,86.54,85.67,0.34,1.69,7342.17,7499.3,92.16
3011,88.39,90.08,1.1,0.23,8120.1,7822.03,93.82
