,0,1,2,3,4,5,6,7,8
2567,61.9,3.14,9.33,8.18,89.03,9.77,3.46,3838.99,227.95
2568,68.26,4.79,8.42,7.34,74.31,8.33,2.92,4667.85,226.84
2569,63.64,4.41,6.77,6.81,59.56,6.15,3.05,4060.11,203.88
2570,71.21,4.74,10.32,8.93,103.47,4.63,5.96,5079.33,275.95
2571,64.0,2.97,9.5,6.88,67.71,8.76,3.92,4103.11,214.42
2572,68.77,4.19,8.56,7.42,73.2,7.2,5.83,4741.04,251.42
2573,69.17,3.02,8.09,9.24,102.44,7.39,4.96,4789.4,270.85
2574,60.8,4.18,10.25,7.73,84.79,8.35,4.29,3705.98,226.37
2575,72.72,3.77,8.02,9.18,103.95,6.61,4.32,5292.5,269.43
2576,63.85,4.07,10.09,7.99,85.35,7.97,2.35,4089.05,224.85
2577,65.6,3.6,9.08,8.52,93.65,10.93,6.01,4311.64,268.29
2578,66.08,5.06,8.02,8.92,100.13,10.1,2.77,4377.61,252.24
2579,67.9,4.86,8.11,8.42,93.82,9.41,1.68,4619.28,238.47
2580,58.48,4.04,8.52,7.1,67.97,10.23,0.42,3431.55,193.12
2581,67.21,4.98,8.39,8.43,89.68,12.26,11.46,4528.0,369.98
2582,70.78,6.25,9.74,7.83,80.14,8.62,3.29,5022.64,242.53
2583,59.55,5.23,6.48,6.39,55.82,10.44,6.63,3557.37,235.44
2584,69.61,4.61,7.74,7.25,72.04,8.63,4.68,4857.74,239.32
2585,63.49,4.04,8.84,6.8,66.45,6.2,8.13,4039.58,259.22
2586,68.85,5.45,8.8,8.87,99.71,11.12,5.2,4750.44,274.79
2587,66.29,3.38,8.38,8.15,85.49,7.41,5.06,4399.41,249.14
2588,62.41,3.89,9.28,9.45,110.33,4.83,7.16,3904.53,283.11
2589,70.75,4.66,8.75,7.7,81.86,8.3,6.6,5021.08,268.86
2590,62.41,4.45,6.81,8.09,82.73,6.56,3.69,3901.17,221.93
2591,70.96,4.7,8.06,8.73,93.52,5.82,5.0,5044.36,262.05
2592,66.76,2.31,8.4,8.57,94.13,12.11,4.39,4461.02,253.18
2593,67.31,3.18,7.58,10.01,115.95,5.61,3.01,4535.64,257.97
2594,63.1,4.5,6.24,9.18,98.76,6.14,4.13,3994.84,248.34
2595,66.6,3.47,9.58,10.38,130.41,9.25,3.9,4440.37,278.65
2596,62.84,3.96,8.2,7.47,73.94,8.27,5.46,3955.59,232.11
2597,69.42,5.9,9.28,7.39,78.55,6.95,9.96,4829.44,320.99
2598,67.0,5.57,8.54,8.3,89.2,7.81,8.53,4501.51,302.19
2599,65.34,4.56,8.79,8.66,92.58,8.67,5.04,4278.62,260.2
2600,65.08,4.47,10.44,7.43,78.3,7.07,5.6,4246.2,238.14
2601,61.99,3.58,9.01,7.58,79.05,8.33,5.08,3852.82,228.14
2602,65.68,4.98,8.6,6.65,65.26,7.99,9.09,4324.13,288.05
2603,62.37,3.78,7.06,5.79,47.64,9.94,6.96,3895.75,233.53
2604,61.78,4.01,7.21,7.2,69.09,10.43,5.85,3826.5,242.65
2605,65.49,2.72,6.95,7.35,66.64,8.68,6.97,4291.74,253.07
2606,66.81,4.71,8.03,7.57,76.86,7.27,6.34,4474.36,256.51
2607,70.63,6.38,6.6,8.33,84.24,7.32,6.39,5002.6,279.5
2608,77.45,5.06,8.64,7.95,81.64,6.05,11.16,6006.79,361.54
2609,66.56,4.53,7.68,7.0,65.93,7.69,5.47,4439.23,234.17
2610,68.63,3.76,7.25,8.02,80.19,9.77,4.65,4718.81,248.06
2611,63.75,4.38,7.87,8.11,84.93,4.53,9.94,4072.32,310.53
2612,63.04,4.72,9.83,9.12,105.07,10.38,5.21,3984.13,267.3
2613,66.4,4.49,7.28,9.82,115.01,10.64,8.01,4425.9,322.95
2614,63.98,5.64,5.79,7.83,73.3,9.4,2.79,4102.88,226.37
2615,67.15,3.84,9.56,6.92,70.99,7.74,8.54,4518.47,276.51
2616,64.01,4.26,7.27,8.09,83.4,8.95,2.87,4111.48,228.57
2617,66.37,4.21,8.12,9.09,97.51,6.96,10.27,4411.82,343.74
2618,68.47,7.18,9.5,8.18,85.35,8.07,2.3,4704.24,237.46
2619,70.45,5.15,9.07,8.45,92.89,7.21,4.73,4976.78,262.01
2620,67.96,4.37,9.39,9.6,115.08,8.37,5.21,4628.37,284.45
2621,67.96,5.0,9.31,7.65,77.21,8.23,7.73,4626.61,276.38
2622,64.97,4.25,7.95,7.15,67.38,7.99,3.96,4231.79,220.31
2623,68.26,2.55,7.11,8.42,86.28,6.33,5.06,4664.14,249.03
2624,69.32,2.6,6.86,8.09,84.43,8.4,7.48,4810.8,283.36
2625,64.97,4.74,9.75,9.19,107.83,9.52,8.49,4230.86,312.14
2626,66.31,4.52,9.78,7.42,75.15,10.08,4.33,4403.07,233.54
2627,67.1,2.59,9.51,9.03,102.55,8.71,4.14,4506.59,257.71
2628,59.03,4.5,7.42,7.17,67.94,6.45,4.67,3495.96,210.54
2629,72.73,5.28,8.99,7.27,70.15,10.31,1.58,5300.72,234.02
2630,69.4,4.45,7.71,9.5,106.95,8.74,3.54,4825.28,268.82
2631,71.3,3.68,8.98,9.05,103.13,5.84,2.82,5094.97,253.1
2632,64.11,2.85,9.64,9.03,105.69,8.23,5.08,4111.6,260.76
2633,71.86,4.93,7.7,9.36,107.03,10.48,5.37,5173.48,287.52
2634,65.05,4.95,9.11,7.37,76.43,8.59,6.92,4244.54,256.49
2635,64.96,3.91,8.37,8.18,82.72,8.69,0.82,4227.94,225.48
2636,70.84,3.09,9.44,8.25,90.42,8.05,4.27,5024.86,248.68
2637,63.48,3.65,7.47,6.81,64.56,8.92,4.51,4037.3,214.17
2638,67.58,5.9,8.02,5.99,53.98,7.08,7.14,4579.76,249.34
2639,65.45,3.86,8.07,8.79,96.44,9.01,7.77,4290.88,294.58
2640,62.97,4.66,8.06,8.9,99.21,4.27,7.07,3977.41,274.14
2641,62.48,5.22,8.13,8.98,99.2,5.79,7.52,3917.03,285.38
2642,64.71,4.98,7.74,7.46,74.43,9.09,3.49,4200.33,230.73
2643,64.63,3.39,8.08,7.49,72.22,6.87,7.05,4184.88,257.12
2644,59.57,4.29,7.8,7.91,81.89,5.37,7.46,3562.44,257.83
2645,65.13,3.36,9.31,7.98,84.46,4.88,4.26,4249.29,226.22
2646,68.19,5.11,6.82,7.74,76.19,8.78,4.36,4658.4,242.25
2647,64.4,4.12,7.78,7.8,78.93,3.42,4.44,4154.85,218.62
2648,67.51,3.7,7.31,7.26,71.48,7.7,7.44,4564.56,265.81
2649,66.88,4.62,7.56,8.44,85.29,8.36,4.55,4481.69,251.99
2650,62.06,4.09,8.21,7.39,72.63,5.26,3.21,3862.07,203.87
2651,67.98,3.76,7.77,9.12,97.99,7.75,5.66,4627.78,276.57
2652,59.4,4.47,7.63,7.51,77.17,8.57,6.37,3535.28,238.92
2653,63.72,3.59,8.5,8.71,95.15,9.03,1.97,4066.59,235.59
2654,65.05,4.55,7.73,7.58,75.87,8.59,8.44,4248.6,286.0
2655,64.68,2.86,7.79,8.23,87.49,10.02,4.51,4193.69,244.48
2656,61.9,4.33,7.5,9.46,105.72,10.23,5.57,3838.81,272.29
2657,67.4,5.52,7.63,8.35,89.65,5.35,6.64,4552.13,269.93
2658,71.97,3.86,9.28,8.5,90.04,5.76,6.26,5190.25,272.54
2659,65.75,5.56,8.56,7.54,76.51,11.45,5.29,4334.73,250.83
2660,64.03,4.94,7.2,8.67,88.55,6.69,4.82,4108.55,246.35
2661,64.77,5.92,8.16,6.41,59.54,9.6,6.43,4210.8,241.03
2662,63.46,4.1,8.47,9.39,109.84,6.47,3.19,4036.73,247.38
2663,70.29,2.96,8.45,10.65,128.4,7.14,2.04,4948.32,278.46
2664,68.29,4.59,7.36,8.43,86.79,8.11,7.7,4673.76,293.55
2665,65.24,4.09,7.4,8.06,81.63,6.89,5.71,4263.26,251.05
2666,66.38,4.46,7.06,8.35,83.62,7.74,3.61,4418.62,240.27
2667,60.68,5.38,5.71,8.15,84.68,7.19,6.26,3693.78,252.79
2668,66.99,5.39,8.57,8.7,95.44,5.24,3.97,4495.62,249.38
2669,60.56,5.19,8.19,8.34,86.06,7.41,6.86,3678.73,263.77
2670,68.24,4.18,9.27,9.4,110.35,6.82,8.47,4663.8,315.74
2671,64.94,3.94,6.89,8.22,81.4,11.47,6.27,4223.59,262.68
2672,67.24,4.41,9.25,7.79,84.65,5.59,4.33,4528.99,232.55
2673,68.07,3.47,6.17,8.59,87.65,10.29,4.29,4643.72,254.22
2674,60.82,4.5,5.84,6.91,58.81,8.34,4.5,3703.69,216.8
2675,71.07,2.98,9.19,8.79,96.16,8.63,6.68,5057.59,288.81
2676,70.94,5.61,8.11,7.62,74.73,10.09,5.06,5044.75,252.66
2677,66.17,4.67,7.93,9.47,107.85,6.82,8.09,4390.34,310.97
2678,67.58,1.79,8.2,8.97,100.12,8.34,5.12,4569.78,263.94
2679,62.79,4.53,7.1,7.81,77.92,9.3,4.84,3953.25,237.03
2680,68.87,3.9,9.02,9.35,111.63,8.52,4.55,4747.28,270.07
2681,64.13,4.95,9.01,8.2,88.69,10.36,4.56,4121.54,248.37
2682,69.5,3.48,8.66,9.26,105.13,7.76,9.0,4837.11,327.05
2683,62.24,4.06,8.88,9.29,103.07,5.2,6.27,3882.51,267.82
2684,63.6,4.94,8.38,8.23,85.5,5.31,4.05,4054.74,230.16
2685,73.29,4.46,10.45,10.35,129.94,7.58,6.19,5379.87,319.71
2686,63.88,3.66,9.27,6.98,67.73,8.83,1.85,4092.4,204.24
2687,58.47,2.7,8.04,8.7,93.13,5.65,7.39,3425.89,265.49
2688,66.13,3.38,7.55,8.27,86.61,7.8,4.43,4380.84,240.7
2689,74.27,3.89,6.77,6.69,60.4,7.64,3.1,5527.75,225.28
2690,60.91,3.48,8.81,7.41,75.47,6.35,4.31,3718.19,215.84
2691,66.67,4.89,8.47,7.96,84.52,7.31,7.76,4454.68,280.69
2692,68.82,2.87,7.87,10.13,119.69,10.23,5.91,4739.88,301.19
2693,68.11,4.36,8.34,6.94,71.14,8.35,6.91,4646.91,254.87
2694,58.42,3.7,8.84,8.09,84.64,6.43,6.53,3424.23,249.46
2695,71.32,4.77,8.8,7.55,76.42,8.34,9.26,5094.8,307.53
2696,68.79,5.8,8.02,8.48,89.62,8.87,5.9,4742.84,273.63
2697,65.17,3.64,7.91,7.58,76.24,9.3,5.18,4254.52,239.88
2698,63.3,2.68,7.68,8.1,83.65,4.72,7.21,4015.69,259.66
2699,69.64,5.23,7.31,7.29,67.53,7.39,6.95,4861.25,268.6
2700,68.46,3.38,7.29,9.44,105.69,6.0,2.31,4691.49,251.71
2701,67.17,4.83,7.62,6.95,67.27,9.44,1.64,4524.02,217.83
2702,66.46,4.35,9.38,8.16,83.81,7.36,6.43,4425.14,263.46
2703,63.28,4.31,7.14,6.79,64.38,10.73,0.66,4013.96,203.35
2704,61.02,3.09,7.13,7.43,70.55,9.3,9.7,3728.01,296.46
2705,63.28,3.75,8.85,8.25,87.24,10.04,5.02,4012.23,250.57
2706,56.4,4.36,7.31,7.79,79.01,4.75,5.6,3188.17,222.92
2707,64.59,3.83,8.59,7.67,77.91,10.08,5.58,4182.01,239.54
2708,60.42,5.43,7.58,6.77,62.75,11.1,6.27,3662.1,241.36
2709,64.64,3.97,7.18,8.39,85.15,8.61,5.56,4186.88,252.76
2710,75.7,6.72,8.6,9.33,107.3,8.39,5.64,5742.0,300.44
2711,65.75,3.97,8.12,8.67,93.21,9.68,2.9,4336.28,244.95
2712,67.62,5.75,9.05,8.44,90.81,6.21,5.54,4586.86,263.84
2713,73.89,4.46,7.41,8.85,94.2,5.63,5.25,5468.06,274.7
2714,64.48,4.51,9.62,9.73,116.85,5.38,3.14,4165.41,255.38
2715,67.6,4.61,10.0,6.48,63.33,12.74,6.57,4580.93,251.5
2716,63.42,4.95,8.49,7.58,77.91,4.08,5.23,4033.66,231.44
2717,70.01,3.38,9.1,8.65,101.48,7.64,5.86,4914.03,268.36
2718,65.61,4.68,7.79,7.71,74.34,10.06,2.56,4315.3,226.73
2719,70.57,5.51,8.79,8.62,95.54,11.71,5.09,4994.68,277.63
2720,68.17,6.62,8.85,7.12,74.5,6.98,5.54,4660.39,248.11
2721,63.98,4.74,5.91,7.67,73.34,8.58,3.98,4099.73,231.95
2722,60.69,4.87,6.74,7.64,73.18,7.67,3.95,3695.8,221.71
2723,70.12,4.53,8.28,6.79,66.42,9.03,1.73,4927.4,217.01
2724,68.45,4.91,9.09,7.68,79.67,11.28,6.21,4693.89,267.84
2725,63.28,3.98,7.48,8.42,89.36,6.26,4.9,4010.36,240.02
2726,71.23,4.72,7.71,7.92,80.9,8.82,2.55,5083.79,244.33
2727,63.09,5.5,8.37,8.64,94.02,8.82,5.61,3994.61,257.77
2728,63.55,4.59,7.82,7.63,75.51,8.17,5.52,4046.32,244.96
2729,61.23,3.77,7.03,8.65,87.5,5.48,5.41,3757.24,246.06
2730,65.69,5.42,6.67,7.47,72.13,5.61,4.79,4325.59,234.98
2731,64.87,2.89,6.15,7.0,62.01,10.29,2.78,4217.49,211.84
2732,66.73,3.68,7.54,7.64,75.3,9.73,3.97,4459.02,234.22
2733,75.85,4.66,8.9,7.77,79.95,4.79,5.37,5760.23,258.47
2734,70.17,6.47,8.85,7.87,81.04,7.42,8.46,4940.04,299.98
2735,63.33,3.89,9.42,8.48,90.17,6.85,5.11,4018.06,247.58
2736,67.06,4.96,8.33,8.6,91.53,5.06,5.13,4512.42,252.42
2737,68.75,5.72,9.67,9.34,111.15,6.42,6.48,4737.83,291.43
2738,63.33,2.75,7.49,7.76,76.59,7.55,7.46,4014.56,258.73
2739,61.08,2.1,7.87,8.69,95.81,8.68,4.99,3732.98,246.26
2740,59.0,4.46,9.68,7.49,79.11,6.54,7.27,3490.67,245.76
2741,67.32,6.26,9.79,7.92,84.78,10.01,7.13,4547.85,278.87
2742,65.49,5.0,8.48,8.88,98.45,6.19,4.76,4298.86,251.47
2743,69.24,2.63,9.58,8.75,96.68,7.14,4.89,4799.58,258.07
2744,63.24,3.29,7.77,8.58,91.49,5.5,6.72,4007.28,264.93
2745,63.38,3.76,7.15,7.67,75.24,8.21,5.58,4027.49,242.46
2746,62.5,5.14,7.41,7.14,68.86,9.56,2.97,3918.68,213.4
2747,69.96,5.68,7.8,9.52,108.72,7.93,3.78,4903.91,273.44
2748,71.13,3.75,7.31,9.53,105.6,6.15,4.28,5066.24,268.7
2749,64.47,4.65,7.3,7.4,70.3,8.53,5.17,4168.79,234.84
2750,71.77,6.06,8.48,6.05,57.78,8.8,4.55,5159.79,228.95
2751,62.6,3.31,9.18,9.09,101.51,8.83,4.97,3926.84,256.64
2752,71.78,4.8,9.05,9.47,109.69,6.66,3.73,5157.02,267.63
2753,63.83,2.98,7.91,8.56,93.18,10.09,4.84,4083.98,250.81
2754,66.58,3.75,9.68,8.21,89.0,10.1,6.48,4446.41,272.82
2755,68.61,5.38,9.26,8.04,86.15,5.39,6.06,4714.95,257.78
2756,56.35,5.26,6.13,8.51,87.6,10.09,4.08,3186.33,230.37
2757,64.4,3.88,8.11,7.36,72.23,4.74,4.74,4157.36,219.71
2758,63.26,5.08,8.11,8.3,84.23,7.03,4.9,4012.83,239.45
2759,68.91,4.89,8.53,7.87,78.53,4.36,6.41,4759.69,259.71
2760,64.41,2.54,7.37,7.86,81.66,7.66,6.45,4156.26,249.84
2761,64.41,4.47,7.76,7.57,73.72,9.37,4.59,4158.46,236.75
2762,69.99,5.34,6.48,6.97,64.95,6.0,8.03,4911.97,272.54
2763,64.65,2.7,8.49,8.79,94.56,9.6,3.44,4182.43,243.35
2764,64.91,3.9,7.09,8.17,82.91,6.09,5.56,4219.7,245.94
2765,68.68,6.05,9.44,7.56,77.69,9.21,7.79,4732.25,286.74
2766,69.44,4.78,10.12,8.48,94.41,12.14,6.87,4835.45,291.86
2767,62.07,5.07,8.67,8.13,85.45,6.12,4.81,3860.54,234.83
2768,72.61,5.37,7.47,8.37,87.98,8.37,6.34,5286.04,283.24
2769,67.93,3.94,7.56,8.75,91.94,4.61,6.63,4624.9,276.88
2770,63.89,5.13,7.24,7.08,66.69,8.44,3.16,4096.42,215.35
2771,64.09,4.11,9.33,6.91,70.4,7.71,10.52,4116.09,312.17
2772,71.23,3.89,8.06,8.77,93.36,7.99,4.74,5080.99,264.67
2773,60.18,2.94,7.48,6.93,65.97,6.26,8.38,3628.96,255.34
2774,67.49,4.97,9.24,8.04,85.09,9.07,5.81,4567.38,259.79
2775,63.54,4.77,8.09,7.68,75.17,7.01,4.92,4049.85,234.69
2776,60.84,4.59,7.56,7.33,71.84,7.98,7.29,3714.08,251.06
2777,74.53,2.86,7.97,9.46,108.64,9.19,10.59,5559.41,374.74
2778,62.18,2.66,8.03,7.51,73.68,10.46,8.09,3877.64,268.8
2779,58.57,4.05,8.12,8.31,85.27,7.19,5.68,3437.86,237.77
2780,67.0,2.59,7.53,6.72,60.36,9.28,1.9,4494.12,207.37
2781,72.77,3.86,9.22,8.07,84.84,3.94,8.94,5302.26,308.73
2782,69.69,3.65,8.95,9.03,101.95,6.87,6.88,4864.59,288.1
2783,66.74,3.53,9.25,7.18,73.7,8.54,5.83,4462.05,247.28
2784,68.51,3.8,8.47,10.17,121.24,5.67,5.06,4703.43,288.86
2785,66.69,4.56,6.75,9.0,96.69,5.56,4.27,4457.34,251.41
2786,63.61,5.13,6.82,7.66,75.28,10.39,2.32,4057.95,220.22
2787,65.59,5.77,6.95,8.24,83.31,6.97,7.59,4315.82,279.66
2788,76.39,3.75,9.51,9.89,119.16,5.45,8.37,5841.77,339.31
2789,66.05,3.29,9.52,8.6,95.42,6.8,5.1,4368.23,250.92
2790,64.97,4.44,8.63,8.28,87.42,7.41,7.89,4232.17,282.16
2791,65.07,5.9,8.43,8.73,98.24,3.17,2.22,4249.17,224.6
2792,70.58,5.39,7.42,7.56,73.27,10.52,5.28,4992.74,258.98
2793,65.21,3.93,6.12,7.99,77.96,5.05,4.4,4260.33,235.27
2794,63.19,5.57,10.44,7.68,79.26,6.47,7.2,4008.6,261.91
2795,68.17,3.96,9.57,8.76,99.7,7.77,5.78,4654.33,267.51
2796,69.25,2.23,8.37,10.68,134.63,6.45,6.52,4797.46,308.72
2797,74.88,6.1,8.07,9.26,104.59,7.7,8.58,5620.07,339.09
2798,67.61,3.07,8.86,8.11,86.75,7.34,4.22,4577.46,240.12
2799,66.04,3.81,8.63,7.94,83.3,8.63,7.18,4373.02,265.3
2800,63.5,3.56,8.62,8.42,87.43,9.28,2.16,4041.35,227.41
2801,70.85,4.28,8.67,7.56,77.21,4.09,2.15,5030.07,219.8
2802,63.4,2.08,7.02,9.66,106.53,8.5,2.75,4025.23,252.07
2803,68.51,3.89,8.12,8.56,91.49,6.64,4.34,4703.95,253.69
2804,65.12,4.95,8.01,7.45,69.06,9.95,4.05,4252.91,230.99
2805,66.98,3.32,7.76,7.83,79.16,10.98,9.41,4492.27,310.02
2806,55.84,2.22,7.51,6.51,60.86,6.27,9.27,3123.19,255.71
2807,72.44,4.67,8.7,8.45,90.99,10.14,6.58,5257.17,289.22
2808,65.73,4.77,8.86,8.0,84.4,6.93,8.42,4329.86,286.72
2809,69.62,4.91,7.66,8.76,95.13,8.65,7.31,4857.94,299.28
2810,64.2,4.66,7.78,8.25,89.25,6.61,7.86,4131.5,280.43
2811,69.07,4.47,7.36,8.42,84.93,7.2,2.78,4782.12,238.12
2812,62.96,4.94,8.18,8.35,92.07,7.44,4.71,3972.28,240.92
2813,59.67,4.25,7.96,7.79,78.27,9.46,6.17,3567.46,245.43
2814,76.11,3.77,8.46,8.19,83.14,7.64,6.57,5804.14,283.86
2815,66.53,4.51,6.28,6.86,62.03,9.15,9.77,4434.76,304.0
2816,69.06,3.84,6.98,7.97,77.61,8.7,7.74,4781.71,287.7
2817,66.02,4.29,9.2,9.52,108.3,9.97,5.82,4366.73,283.21
2818,66.11,4.32,6.25,7.77,75.47,10.41,3.37,4377.41,230.5
2819,71.13,6.66,8.62,7.86,81.99,11.45,5.12,5073.73,264.55
2820,67.95,4.83,8.85,7.74,79.82,11.28,1.9,4627.57,228.14
2821,71.87,4.08,9.08,7.15,70.41,8.85,3.8,5173.39,232.91
2822,65.68,4.93,8.53,7.5,72.89,6.18,8.68,4325.67,283.95
2823,63.75,4.62,8.48,6.76,63.15,13.0,4.95,4072.85,234.31
2824,61.89,2.79,7.4,8.49,89.67,9.89,5.52,3838.61,250.87
2825,62.05,3.48,8.3,7.88,81.11,11.81,7.02,3859.46,266.44
2826,66.63,2.96,5.89,6.08,50.82,10.04,1.25,4444.98,199.79
2827,67.04,4.28,9.38,8.94,97.91,3.12,1.55,4503.19,233.92
2828,68.94,2.37,7.5,7.28,70.7,10.38,4.16,4760.7,235.37
2829,68.28,3.1,9.23,7.45,76.37,7.58,7.22,4672.47,265.05
2830,64.72,3.61,8.81,7.76,80.71,9.97,3.62,4200.23,231.46
2831,69.74,3.96,8.89,8.76,96.65,8.48,7.04,4870.13,288.4
2832,57.88,4.26,7.08,8.08,83.14,6.82,7.62,3357.9,260.08
2833,69.49,3.85,7.24,9.0,96.6,5.0,7.66,4837.41,296.41
2834,67.81,4.29,9.26,6.84,66.16,9.15,2.42,4606.01,212.67
2835,70.51,4.73,8.27,6.62,60.54,8.9,3.88,4980.05,224.29
2836,72.32,3.23,9.48,10.24,128.24,7.96,2.69,5234.56,279.13
2837,69.48,3.89,9.87,6.87,68.69,10.89,6.95,4834.77,263.83
2838,69.01,3.33,8.91,6.6,60.61,9.63,4.23,4772.58,224.67
2839,64.2,3.86,8.68,7.37,75.79,10.66,3.65,4128.11,226.16
2840,60.21,3.02,8.71,7.96,81.79,11.43,6.13,3633.42,252.51
2841,57.58,4.6,7.2,6.96,65.41,5.89,8.34,3325.45,251.5
2842,66.01,5.39,8.91,7.39,73.41,4.2,6.1,4366.48,244.93
2843,61.1,4.36,7.84,9.78,117.07,8.45,4.29,3739.57,262.49
2844,62.17,5.88,9.45,7.08,71.69,5.88,7.5,3880.36,253.33
2845,65.13,2.79,8.42,7.4,73.06,6.96,3.52,4248.44,219.34
2846,61.07,1.95,8.06,5.41,46.23,8.19,4.94,3732.73,198.35
2847,65.19,4.37,7.31,8.27,89.2,8.7,11.41,4256.74,357.11
2848,75.13,5.17,8.24,8.27,85.1,9.85,1.19,5655.03,245.77
2849,55.84,4.08,6.45,7.34,70.27,8.65,5.35,3125.7,220.72
2850,67.95,2.33,8.01,8.56,92.48,8.64,3.65,4624.29,246.95
2851,67.03,3.76,8.03,7.96,81.51,6.96,7.17,4501.07,267.63
2852,67.75,3.15,8.27,8.73,94.44,7.05,3.13,4599.29,239.18
2853,60.38,5.88,7.25,7.74,75.48,10.04,4.0,3657.92,232.74
2854,65.21,4.28,7.93,8.64,94.32,9.86,7.63,4261.92,292.03
2855,65.31,5.85,7.81,8.16,84.46,8.34,5.29,4277.69,254.91
2856,62.5,5.98,6.65,6.67,58.06,9.83,3.74,3915.98,214.92
2857,59.21,3.02,8.75,8.19,87.64,8.68,6.35,3514.05,249.66
2858,70.62,3.57,9.33,9.6,112.38,4.71,5.22,4993.23,278.51
2859,68.94,2.59,9.75,8.09,87.29,5.84,4.82,4760.35,242.38
2860,58.13,3.5,7.0,5.01,39.87,5.21,4.32,3381.04,178.51
2861,64.24,4.68,7.61,6.32,54.88,8.12,4.35,4134.53,208.83
2862,64.69,5.08,9.18,7.9,83.26,11.99,6.29,4197.35,264.79
2863,65.7,4.03,7.31,10.13,118.93,8.02,9.55,4324.53,354.45
2864,57.62,3.08,6.27,8.33,82.49,10.13,0.58,3329.66,209.44
2865,64.39,4.52,8.57,7.31,72.26,7.92,6.44,4156.88,247.12
2866,66.23,2.68,9.0,8.86,96.66,0.85,6.82,4392.24,264.9
2867,62.99,4.23,8.48,8.56,91.04,6.11,5.19,3978.04,249.56
2868,64.06,4.35,6.14,7.7,73.63,7.08,5.91,4114.2,246.57
2869,57.36,4.02,9.78,7.4,77.59,7.34,6.25,3303.76,227.64
2870,70.18,3.53,8.7,8.79,96.4,7.65,4.55,4930.74,255.94
2871,61.62,4.96,6.46,7.12,64.47,8.0,6.07,3809.34,236.49
2872,65.9,3.96,6.5,7.68,74.84,11.53,5.99,4352.62,257.19
2873,64.45,3.47,9.16,6.82,64.83,8.66,6.43,4157.97,238.3
2874,59.15,5.32,7.99,8.01,82.59,6.87,4.89,3507.39,228.26
2875,61.6,5.64,10.0,7.54,76.98,8.57,10.8,3805.01,327.4
2876,60.33,3.06,6.21,7.25,68.15,6.33,2.88,3645.42,195.73
2877,68.49,6.29,7.24,7.92,79.11,6.93,10.16,4707.08,326.61
2878,71.0,4.97,6.83,7.93,80.63,9.12,3.25,5052.43,243.98
2879,70.9,4.58,8.01,6.64,64.85,6.06,-1.83,5034.28,211.85
2880,64.77,4.54,8.01,7.01,68.44,9.04,3.46,4200.99,221.31
2881,60.41,3.81,7.06,8.16,84.57,7.52,7.29,3659.33,259.73
2882,69.18,4.28,8.84,7.96,82.92,10.0,5.62,4794.54,260.59
2883,69.9,4.13,9.55,9.44,110.72,8.41,7.36,4893.22,308.69
2884,61.0,2.67,7.89,7.69,78.48,7.89,1.23,3728.07,203.13
2885,67.4,4.17,7.25,9.05,97.96,7.07,8.83,4550.53,318.82
2886,69.58,7.0,8.16,6.79,64.72,10.71,5.99,4855.57,255.23
2887,73.74,2.51,8.57,8.64,92.76,9.41,9.62,5440.01,338.8
2888,71.82,2.41,9.03,6.71,66.84,10.2,2.09,5165.65,216.28
2889,60.11,5.0,7.97,10.13,122.02,6.24,5.31,3620.65,273.36
2890,67.66,4.77,8.63,9.98,119.73,8.84,9.7,4588.99,356.27
2891,71.19,2.78,7.62,8.11,86.26,10.05,3.56,5072.55,243.06
2892,64.33,4.09,7.1,6.93,65.43,6.22,5.87,4146.78,235.09
2893,65.41,4.32,7.62,9.2,100.68,6.22,7.7,4284.43,296.56
2894,63.14,4.38,7.48,6.81,65.11,7.87,1.23,3994.68,199.86
2895,65.22,4.41,7.76,9.64,108.45,6.35,7.69,4266.55,305.27
2896,63.24,3.64,6.5,7.21,65.6,7.48,6.3,4009.54,240.79
2897,71.97,4.15,7.68,9.85,115.96,7.16,4.13,5190.32,279.79
2898,63.25,3.46,8.83,8.09,87.29,9.82,6.56,4007.48,259.56
2899,64.65,5.46,9.46,9.06,103.85,6.37,5.64,4187.56,265.43
2900,65.67,3.4,9.39,7.87,81.78,8.6,4.03,4322.75,231.78
2901,64.71,4.17,9.79,9.64,111.94,7.4,4.22,4195.49,265.17
2902,68.58,4.77,7.67,7.32,71.98,7.96,0.9,4720.54,218.04
2903,69.64,3.99,9.63,9.36,106.85,9.13,3.99,4856.65,266.72
2904,71.67,2.84,7.82,7.05,69.04,7.91,4.39,5139.93,233.2
2905,58.46,4.93,7.5,7.36,72.44,6.63,7.21,3429.37,243.05
2906,62.17,3.23,6.51,6.66,59.9,10.21,4.99,3873.45,223.65
2907,68.55,3.01,8.86,8.71,95.7,9.47,5.09,4702.99,264.71
2908,61.81,3.02,7.74,6.94,66.34,4.35,5.03,3824.95,212.12
2909,64.08,4.4,8.33,6.53,60.45,7.95,7.84,4116.24,254.56
2910,70.49,3.72,7.84,8.05,83.34,7.31,6.76,4974.46,273.58
2911,68.08,4.27,7.19,8.96,96.51,5.28,6.77,4641.95,281.07
2912,63.78,4.45,6.14,7.58,74.84,7.82,4.14,4075.69,228.09
2913,65.41,3.59,7.72,6.36,59.07,10.07,4.12,4285.3,219.29
2914,62.04,4.91,8.0,9.09,100.81,6.96,8.43,3860.82,298.0
2915,69.4,3.97,9.53,6.72,67.76,10.4,4.18,4820.36,229.1
